itemname	itemprice	size	brand
מיני קאפ האגן דאז שוקולד בלגי	11.9		
מיני קבב 226 wonders גר	36.9		
מיני קופצקי סרוולט 280 גרם	38.9		
מיני קממבר 125 גרם	31.9		
מיני קקס בטעם ריבת חלב 470 גר קוביס	18.9		
מיני קרוטונים למרק וסלט 250 גר	18.9		
מיני קרוטונים למרק וסלט 400 גרם	27.9		
מיני קרמליובסקי סרוולט 350 גר	44.9		
מיץ YAN משמש טבעי 930 מל	19.2		
מיץ YAN עגבניות טבעי 930 מל	19.2		
מיץ YAN תפוזים טבעי 930 מל	19.2		
"מיץ אגס תפוח אורגני נטורפוד 750 מ""ל"	19.9		
מיץ אננס 100% פונטנה 1 ל ליטר	12.9		
מיץ אננס 100% קרטונית ראוך	10.1		
"מיץ אננס אורגני נטורפוד 750 מ""ל"	24.9		
"מיץ אשכוליות 330 מ""ל"	14.9		
מיץ אשכולית 100% פונטנה 1 ל ליטר	12.9		
מיץ אשכולית אדומה 1 ל	19.5		
מיץ אשכולית ורודה ראוך 100% 1 ליטר	13.9		
"מיץ גזר אורגני נטורפוד 750 מ""ל"	19.9		
מיץ דובדבן מתוק 100% טבעי 1 ליטר	22.9		
מיץ חמוציות 2 ליטר	25.9		
מיץ חמוציות טבעי אול גוד 1 ליטר	19.9		
"מיץ ליים משומר 200 מ""ל"	8.3		
"מיץ לימון 100% טבעי 250 מ""ל"	11.5		
מיץ לימון 200 מ`ל	5.4		
"מיץ לימון 250 מ""ל יד מרדכי"	9.9		
מיץ לימון טבעי 200 מל גונץ	5.7		
"מיץ לימון טבעי 250 מ""ל"	7.9		
מיץ לימון ליים 200 מל גונץ	5.5		
"מיץ לימון לימונצלו 200 מ""ל אמאטו"	5.9		
מיץ לימון משומר 200 מל	9.3		
"מיץ לימון משומר 500 מ""ל"	17.5		
מיץ לימון עסיס משומר 1 ליטר-בקבוק	12.9		
מיץ לימונענע פריניב 400 מל	10.9		
"מיץ סלק אורגני נטורפוד 750 מ""ל"	19.9		
מיץ עגבניות 1 ליטר	15.9		
מיץ עגבניות 1 ליטר VITA NATURALIS	11.9		
מיץ עגבניות 1 ליטר VITA PREMIUM	17.9		
מיץ עגבניות 1 ליטר ראוך קרטונית	14.9		
מיץ עגבניות 100% 1 ליטר CIDO	17.9		
מיץ עגבניות 2 לט VITA NATURALIS	20.6		
"מיץ עגבניות 750 מ""ל AMARE"	23.2		
מיץ עגבניות ביולה 1 ליטר	11.9		
מיץ עגבניות בתוספת מלח 100% פונטנה 1 ל	12.9		
"מיץ עגבניות עם מלח 950 מ""ל סדוצק"	13.9		
מיץ עגבניות עם מלח ים 1 ליטר CIDO	17.9		
"מיץ עגבניות עמ מלח סנדורה 950 מ""ל"	17.9		
מיץ ענבים מזנים לבנים ותפוחי עץ 100% 950	17.9		
מיץ ענבים של סגל 1 ליטר	14.5		
מיץ ענבים תירוש רוזה 1 ליטר	19.9		
מיץ קיווי אגס 90% 1 ל	19.9		
מיץ רימונים 1 ליטר	21.9		
מיץ רימונים 1 ליטר תוצרת גרוזיה	22.9		
מיץ רימונים אורגני ללא סוכר 1 ליטר	22.9		
מיץ שזיפים אורגני 1 ליטר	18.9		
מיץ שזיפים יבשים	26.9		
מיץ תפוגזר 1 ליטר פריניב	19.9		
מיץ תפוז וולנסיה 100% 2 ליטר	27.7		
מיץ תפוז שמוטי 100% 2 ליטר פריניב	27.7		
מיץ תפוזים 1 ליטר	15.3		
מיץ תפוזים 100% פונטנה 1 ל ליטר	12.9		
"מיץ תפוזים 200 מ""ל VITA NATURALIS"	3.2		
מיץ תפוזים סחוט 1 ל פרימור	21.2		
מיץ תפוזים סחוט 2 ל סיידר הגליל	7.2		
מיץ תפוזים סחוט 2 ל פרימור	36.2		
מיץ תפוזים סחוט ולנסיה 1 ליטר	19.9		
מיץ תפוזים פרימיום 1 ליטר קשת	22.2		
מיץ תפוזים פריניב 400 מל	10.9		
"מיץ תפוח 200 מ""ל VITA NATURALIS"	3.2		
מיץ תפוח גזר 1 ליטר VITA PREMIUM	17.9		
"מיץ תפוח וגינגר אורגני 750 מ""ל"	25.9		
"מיץ תפוח ומנגו אורגני נטורפוד 750 מ""ל"	19.9		
מיץ תפוח סחוט 100% 1 ליטר	22.9		
מיץ תפוח עץ 1 ליטר VITA PREMIUM	17.9		
"מיץ תפוחי עץ מפוסטר 200 מ""ל סדוצק"	3.9		
"מיץ תפוחי עץ מפוסטר 950 מ""ל"	13.9		
מיץ תפוחים 100% פונטנה 1 ל ליטר	12.9		
מיץ תפוחים 100% קרטונית ראוך	14.9		
"מיץ תפוחים 330 מ""ל"	14.9		
מיץ תפוחים אורגני 100% 1 ליטר נטורפוד	21.9		
מיץ תפוחים ביולה 1 ליטר	11.9		
מיץ תפוחים טבעי אורגני 1 ליטר	32.9		
מיץ תפוחים פינק ליידי קשת 1 ליטר	23.9		
מיקי שמו -מיני מלקחי	13.9		
מיקס ארוגולה צבעוני טעם הטבע 300 גרם	14.9		
מיקס גיוזה 4 צבעים 600 גרם	73.9		
מיקס מגורד לפיצה מחלבות אירופה 300 גרם	19.9		
מיקס מעורב חטיפי עלית שקית משפחתית 390 ג	31.9		
מיקס משולשים 140 גר	10.3		
מיקס נבטוטים אורגני הנבטים של אודי יחידה	10.9		
מיקס נבטים אורגני	10.9		
מיקס נבטים ענק אורגני	17.9		
מיקס פטריות יח 400 גרם	36.9		
מיקס פיצוחים	109.0		
מיקס פירות 250 גר	19.9		
מיקס פירות גן קפוא 250 גר	19.9		
מיקס פירות יער קפוא 500 גרם ירוק	21.9		
מיקס תבלינים ארומה 500 גר גונץ	19.9		
מירין דאניינג 500 מל	22.9		
מירינדה 1.5 ליטר	7.9		
מירינדה פחית צרה 330 שישייה	19.5		
"מירנדה 500 מ""ל בקבוק"	4.5		
מכוורת צוקרמן דבש תלתן 500 גרם	34.9		
מכשיר גילוח אינטואישן סנסיטיב + 2 סכינים	38.9		
מכשיר גילוח שיק קוואטרו לנשים	39.9		
מכשיר גילט פיוזן פאוור ידני	57.9		
מכשיר סודהסטרים צבע שחורTERRA	499.0		
מלאווח 700 גרם	19.9		
מלאווח 700גר מעדנות	19.9		
מלאווח עלבסיס כרובית לס אנד מור 220 גרם	57.9		
מלבורו גולד טאצ 7.1 חפיסה	42.0		
מלבורו פיין טאצ 7.1 חפיסה	42.0		
מלבי חלבי 165 גר	8.5		
מלבי טבעוני 150 גרם	9.0		
מלבי שמנת 150 גרם	8.3		
מלו פלוס מרשמלו מיני ורוד לבן 100 גר	10.4		
מלו פלוס מרשמלו מיני צבעוני 100 גר	10.4		
מלון	6.9		
מלוסין במשקל	182.0		
מלח אטלנטי בצנצנת מלח הארץ 800 גרם	25.9		
"מלח אנגלי טהור 1 ק""ג"	46.9		
מלח בטעם שום 130 גר	10.4		
מלח בסגנון אדיגי 110 גר	10.4		
מלח בסגנון סוואני 110 גר	10.4		
מלח גס 1 קג צנצנת	9.9		
"מלח דק 1 ק""ג"	2.09		
מלח הארץ ים יבש 250 גרם	7.9		
מלח הארץ ים יבש 500 גרם	8.9		
מלח הארץ מועשר ביוד 250 גרם	7.5		
מלח הימלאיה 500 גר ד	20.5		
"מלח הימלאיה גס בצנצנת 1 ק""ג"	19.9		
"מלח הימלאיה גס עתיד ירוק 1 ק""ג"	16.9		
מלח הימלאיה דק	11.4		
מלח הימלאיה דק 250 גר	13.5		
מלח הימלאיה דק 600 גרם	14.9		
"מלח הימלאיה דק בצנצנת 1 ק""ג"	22.9		
"מלח הימלאיה דק עתיד ירוק 1 ק""ג"	16.9		
"מלח הימלאיה דק שקית 1 ק""ג"	14.4		
"מלח הימלאיה ורוד גס וגה 1 ק""ג"	17.9		
"מלח הימלאיה נטורלה גבישי 1 ק""ג"	16.9		
מלח הימלאיה סלעים במטחנה 300 גרם	16.9		
מלח הימלאיה שחור דק עתיד ירוק 200 גרם	15.5		
מלח ורוד הימלאיה במטחנה 90 ארומה דה טוסק	15.9		
מלח ים במטחנה 90 גר ארומה דה טוסקנה	15.9		
מלח ים האדום גס 500 גרם	9.9		
מלח ים יבש מופחת נתרן 250 גר	13.9		
מלח לימון 200 גרם	14.5		
מלח לימון 400 גרם	34.9		
מלח לימון שקית 100 גרם	8.2		
"מלח למדיח כלים קלרו פירמידה 1 ק""ג"	18.9		
מלח למדיח סנו בפארק 2 קג	17.9		
מלח מהרי ההימלאיה במטחנה 370 גרם	25.9		
"מלח מועשר ביוד בצנצנת מלח הארץ 1 ק""ג"	12.5		
"מלח מטבח רגיל 1 ק""ג"	2.09		
מלח עדין 1 קג צנצנת	9.9		
מלטיזרס 37 גרם	6.9		
מלטיזרס חטיף גלידה רביעיה 152 גרם	49.9		
מלך חומוס חומוסטחינה צבר 400 גר	20.5		
מלכודת עש הבגדים 2 יחידות	24.9		
מלכודת עש המזון 2 יחידות	24.9		
מלפפון אורגני	15.9		
מלפפון ארוז	12.9		
מלפפון בחומץ 17-13 בית השיטה 290 גרם	13.9		
מלפפון בחומץ 18-25 290 גרם בית השיטה	14.9		
מלפפון בחומץ 18-25 יבנה 540 גרם	14.9		
מלפפון בחומץ 7-9 בית השיטה 290 גר	8.9		
מלפפון בחומץ יבנה 13-17	13.9		
מלפפון בחומץ יבנה 7-9	8.9		
מלפפון בייבי 600 גרם	23.9		
מלפפון במלח 17-13 בית השיטה 320 גרם	13.9		
מלפפון במלח 18-25 320 גרם בית השיטה	14.9		
מלפפון במלח 18-25 יבנה 540 גרם	14.9		
מלפפון במלח 7-9 בית השיטה 320 גר	8.9		
מלפפון במלח יבנה 10-12	10.5		
מלפפון במלח יבנה 13-17	13.9		
מלפפון במלח קטן צנצנת זכוכית 560 גר	15.9		
מלפפון מלח יבנה 7-9	8.9		
מלפפון פרוסות 530 גרם	19.3		
מלפפונים	5.9		
מלפפונים אורגניים בחומץ 670 גר	29.9		
מלפפונים בחומץ 10-12 בית השטה 320 גרם	10.5		
מלפפונים בחומץ 670 גר	18.9		
מלפפונים בחומץ עלה דובדבן 850 גר DWOREK	22.9		
מלפפונים במלח 10-12 בית השטה 320 גרם	10.5		
מלפפונים במלח 950 גר דאדיה וניה	24.9		
מלפפונים במלח באלדי 13-17 בית השיטה 320ג	13.5		
מלפפונים בסגנון צרפת	12.9		
מלפפונים גדולים במלח 9-11 בית השיטה 320ג	9.9		
מלפפונים חתוכים בחומץ שקדיה 500 גרם	10.9		
מלפפונים כבושים במי מלח 840 גר POLAN	22.9		
מלפפונים מוחמצים 1.8 ל דאדיה וניה	40.9		
מלפפונים מוחמצים 680 גר D. Vanya	22.9		
מלפפונים קורנישונים מוחמצים 860 גר POLAN	28.9		
מלפפפון מלח כבישה ביתית 750 גרם	41.9		
"מלקחיים 9"" ראש סיליקון OXO"	99.9		
מלקחיים נירוסטה	13.4		
"מלרוד מסיר כתמים מריפוד ושטיחים 500 מ""ל"	49.9		
מלרוד מרסס לעובש	29.9		
"מלרוד שפורפרת להלבנת מרווחים 90 מ""ל"	30.9		
ממבה מגיק סטיקס 290 גרם	26.9		
ממבה פרוט סרפר 290 גרם	26.9		
ממחטות אף חמישייה 500 יח	17.5		
ממחטות אף סופט לושן 3 שכבות	16.5		
ממחטות אף קלינקס לושן סופט פק 140 דף	15.9		
ממחטות חמישיה טאצ	15.9		
ממחטות נייר לילי 5 יח	14.9		
ממחטות נייר קלינקס 9*12	19.9		
ממחטות נייר קלינקס לושן 3 שכבות 75 דף	11.9		
ממחטות קלינקס אקסטרא טישו 3 שכבות 3*80	17.9		
ממחטות קלינקס לושן 3 שכבות 120 דף	19.9		
ממרח אבוקדו אחלה 200 גרם	20.9		
ממרח אגוזי לוז אורגני 250 גרם NICCIOLATA	27.9		
ממרח אגוזי לוז לבן אורגני 250 גרם	27.9		
ממרח אנשובי איטלקי 60 גרם	18.5		
ממרח ארטישוק 180 גר	17.7		
ממרח ארטישוק אוליביה 190 גר	15.9		
ממרח בטעם חמאה אורגני 225 גר	20.9		
ממרח בטעם חמאה עם פטריות כמהין טבעוני	16.9		
ממרח בטעם כבד אווז דליקטס 300 ג	12.5		
ממרח בטעם כבד ברווז 130 גר GURMANOFF	5.9		
ממרח בטעם כבד עוף עדין 130 גר GURMANOFF	5.9		
ממרח בטעם מיונז טבעוני אורגני 350 גרם	25.9		
ממרח דג מקרל המה 100 גר	7.6		
ממרח דג סלמון המה 100 גר	7.6		
ממרח דג סלמון לה פאט 130 גר	5.5		
ממרח דג סלמון פיקנטי לה פאט 130 גר	5.5		
ממרח דג שיבוט המה 100 גר	7.6		
"ממרח השחר 1 ק""ג"	28.5		
ממרח השחר 500 גרם	14.9		
ממרח זיתי קלמטה 200 גרם	14.9		
ממרח חזרת 150 גרם	10.9		
ממרח חלב השחר 350 גרם	12.5		
ממרח חלבה אלמנדוס 350 גרם	15.9		
ממרח חלבה מלאה 350 גר	16.4		
ממרח חלווה פיסטוק סוויטאנגו 350 גר	39.9		
ממרח חמאה מתובל 100 גרם	15.9		
ממרח חצילים 520 גר ECO FOOD	14.9		
ממרח חצילים 660 גרם ביזים טארלה	21.9		
ממרח חצילים דיאדיה וניה 460 גר	19.5		
ממרח חצילים פיקנטי 520 גר ECO FOOD	14.9		
ממרח טבעי 9% בסיס רכיבי קוקוס 200 גר	20.9		
ממרח טפנד זיתים קלמטה 180 גר	17.7		
ממרח כבד מיני 220 גר	21.9		
ממרח לורפק ללא מלח 250 גר	18.3		
ממרח לורפק ללא מלח 500 גר	31.9		
ממרח לורפק עם מלח 250 גר	18.3		
ממרח לורפק עם מלח 500 גר	31.9		
ממרח לורפק עם מלח מופחת שומן 250 גר	18.3		
ממרח לימון כבוש 180 גר	17.7		
ממרח מחמאה 200 גרם LAKTIKA	12.9		
ממרח נוטלה 350 גרם	17.9		
ממרח נוטלה 900 גר	35.9		
ממרח סויה טבעי 9% 250 גר	12.5		
ממרח סלומון שפורפרת 100 גרם	16.9		
"ממרח ע""ב קשיו ושקדים בטעם לאבנה 200"	19.9		
ממרח עגבניות מיובשות 180 גר	17.7		
ממרח עגבניות מיובשות אוליביה 190 גר	15.9		
ממרח עוגיות לוטוס קרמל 400 גר	24.5		
ממרח עם כבד אווז 100 גר	5.9		
ממרח פטה אווז 140 גר	17.5		
ממרח פטה עם כבד ברוו	7.2		
ממרח פטה עם כבד עוף	7.2		
ממרח פיסטוק 200 גרם	49.9		
ממרח פיסטוקים 300 גר CHOCOLAKE	25.9		
ממרח פלפלים קלויים 180 גר	17.7		
ממרח פסטו 190 גרם	19.9		
ממרח פסטו אדום 180 גרם	16.9		
ממרח פסטו איטלקי אוליביה 180 גרם	15.9		
ממרח פסטו ביתי 180 גר	17.7		
ממרח פרווה השחר 400 גרם	18.5		
ממרח צמיצורי 145 גר	26.9		
ממרח קארי רגה 300 גרם	21.9		
ממרח קישואים קובנוצקה 360 גרם	11.9		
ממרח קישואים קלויים דיאדיה וניה 460 גר	19.5		
ממרח קרם אגוזים שוקולד מריר 250 גרם	48.9		
ממרח ריבת חלב 500 גר	18.5		
ממרח שום לחיץ מאסטר שף 444 גרם	19.9		
ממרח שוקולד 350 גר KIDDY DUO	23.5		
ממרח שוקולד נוטלה 750 גרם	31.9		
ממרח שפרוטים 250 גרם פ.ק	11.2		
ממרח שפרוטים מעושנים 240 גר BEST OF RIGA	9.9		
ממרח שקדים קלויים לס אנד מור 300 גרם	42.9		
ממרח תמרים 450 גרם	11.4		
ממרח תמרים קליית גת 450 גרם	10.3		
ממרח תמרים שאן 450 גרם	5.9		
ממתיק בטעם וניל סוויטאנגו 100 גר	15.9		
ממתיק ללא סוכר אריתריטול 650 גרם	39.9		
ממתיק סוויטאנגו 280 גר	38.9		
ממתיק סטיביה טבעי 100 מ`ל	51.9		
ממתק בטעם שוקולד במילוי וופלי 330 גר	39.9		
ממתק חלב ציפורים שוק	27.9		
ממתק חמצוץ -מיני גלילים בטעם תות	15.9		
ממתק חמצוץ -מיני גלילים בטעמי פירות 105	12.9		
ממתק חמצוץ מיני גלגלים (אבטיח-דובדבן-פטל	15.9		
ממתק מוקצף בטעם וניל	14.5		
ממתק מוקצף בטעם ליים	17.9		
ממתק מצופה בטעם שוקולד 300 גר	27.9		
ממתק משמש בשוקולד מריר 400 גר KREMLINA	29.9		
ממתק סופלה דומדמניות ציפוי שוקולד 200 גר	20.9		
ממתק סופלה טעם שוקול ציפוי שוקולד 200 גר	23.9		
ממתק סופלה טעם שמנת ציפוי שוקולד 200 גר	23.9		
ממתק סופלה לימון עם ציפוי שוקולד 200 גר	23.9		
ממתק קורובקה בטעם קרמל מלוח 250 ג WAWEL	14.9		
ממתק קורובקה חלבי 250 ג WAWEL	14.9		
ממתק שוקולד במילוי ליקר בטעם דובדב 185 ג	24.9		
ממתק שוקולד במילוי ליקר בטעם לימון 185 ג	24.9		
ממתק שזיף בוטנים בש.מריר 400 גר KREMLINA	32.9		
ממתקי גלי בטעם לימון	9.9		
ממתקי גלי מנגו ללתס 500 גר JESS	21.9		
ממתקי גלי תות שדה ללתס 500 גר JESS	21.9		
ממתקי הרשיז טוויזלרס טעם דובדבן 172 גרם	10.9		
ממתקי טוויזלרס תות שדה 198 גרם	12.2		
ממתקי שוקולד ממולאים 200 גר STRELA	25.9		
ממתקים מוקצפים אוכמניות שחורות 310 גר	17.9		
ממתקים מוקצפים בטעם וניל 420 גר	19.9		
ממתקים מוקצפים בטעם קיווי 310 גר	17.9		
ממתקים מוקצפים בטעם שמנת 420 גר	19.9		
ממתקים מוקצפים דובדבנים 310 גר	17.9		
ממתקים מוקצפים וניל מצופה שוקולד 450 גר	19.9		
ממתקים מוקצפים וניל מצופים שוקולד 350 גר	18.9		
מנבו וניל 12 יח	27.9		
מנגו	9.9		
"מנגו אננס XL פחית 250 מ""ל"	4.9		
מנגו חתוך קפוא 300 גר	19.5		
מנגו מוקפא סנפרוסט 300 גרם	18.5		
מנגו מיובש כרם 200 גרם	20.9		
מנגו רצועות טבעי	119.0		
מנגל	44.5		
מנגל גדול 78*30	124.9		
מנגל ענק חד פעמי	35.9		
"מנה אורז בסמטי 1 ק""ג"	16.5		
מנה אסייאתי אטריות אורז דקות 400 ג מ.שף	10.9		
מנה אסייאתי אטריות אורז רחבות 400 ג מ.שף	10.9		
מנה אסייאתי נודלס ביצים להקפצה 400 מ.שף	12.2		
מנה חמה ווק אורז בטעם קארי ירוק 70 גרם	12.9		
מנה חמה ווק אורז בסגנון סצואן 70 גרם	12.9		
מנה חמה ווק אורז בסגנון תאילנדי 70 גרם	12.9		
מנה חמה ווק נודלס ברוטב מוקפץ 70 גרם	14.9		
מנה חמה ווק נודלס ברוטב פאד תאי 70 גרם	14.9		
מנה חמה ווק נודלס ברוטב קארי ירוק 70 גרם	14.9		
מנה חמה מק&ציז 58 גרם	11.5		
מנה חמה מק&ציז בטעם סלסה 52 גרם	11.5		
מנה חמה מרק בסגנון ראמן 70 גרם	14.9		
מנה חמה מרק בסגנון ראמן ספייסי 70 גרם	14.9		
מנה חמה נודלס אטר+ירקות טעם עוף 70 גרם	7.9		
מנה חמה נודלס אטר+ירקות טעם צילי 70 גרם	7.9		
מנה חמה נודלס אטר.+ירקות טעם בקר 70 גרם	7.9		
מנה חמה נודלס טעם ירקות תילאנדי 70 גרם	7.9		
מנה חמה נודלס טעם סיצואן 76 גרם	7.9		
מנה חמה ספגטי בולונז 65 גרם	8.2		
מנה חמה פאוצ נדלס.אטר.טעם בקר 70 גרם	6.5		
מנה חמה פאוצ נדלס.אטר.טעם עוף 70 גרם	6.5		
"מנה חמה פירה תפו""א ובצל 56 גרם"	8.2		
מנה חמה פסטה ברוטב פיצה 61 גרם	8.2		
מנה חמה פסטה מוקרמת 55 גרם	8.2		
מנה חמה פסטה עם עגבניות 62 גר	8.2		
מנה חמה קוסקוס עם ירקות 62 גר	8.2		
מנה מאסטר שף חרדל דיזיון גרגרים 370 גר	16.5		
מנה מאסטר שף חרדל דיזיון צרפתי 370 גר	16.5		
מנה מאסטר שף מיונז 481 גר	8.9		
מנה מאסטר שף ממרח מתובל ספייסי 248 גר	10.5		
מנה מאסטר שף ממרח מתובל שום 246 גר	10.5		
מנה מאסטר שף קרם בטעם מיונז לייט 479 גר	14.5		
מנה עגבניות קוביות שלישיה 400 גר מ.שף	23.9		
מנה עגבניות קצוצות דק שלישיה 400 גר מ.שף	19.5		
מנה עלי טורטיה חיט מלאה מ.שף 320 גר	10.9		
מנה עלי טורטיה קמח לבן מ.שף 25 סמ 756 גר	17.9		
מנה עלי טורטיה קמח מלא מ.שף 20 סמ 320 גר	10.9		
מנה קרוטונים לסלט 4 דגנים 200 גרם	19.5		
מנה קרוטונים לסלט עגבניות ובזיליקום 200	19.5		
מנות פילה סלמון נורבגי 800 גר	89.9		
מנטה 50 גר	16.9		
מנטוס בבקבוק בינוני פיור פרש אבטיח 60 גר	11.9		
מנטוס בבקבוק בינוני פיור פרש תות 60 גר	11.9		
מנטוס בבקבוק מעוגל בטעם מנטה 60 גר	11.9		
מנטוס בבקבוק מעוגל טעם מנטה עדינה 60 גר	11.9		
מנטוס בבקבוק מעוגל טעם פירוט מנטה 60 גר	11.9		
מנטוס בבקבוק פיור בטעם דובדבן 60 גר	11.9		
מנטוס בבקבוק פיור בטעם ענבים 60 גר	11.9		
מנטוס ביג בבקבוק מעוגל בטעם אבטיח 90 גר	23.9		
מנטוס ביג בבקבוק מעוגל בטעם תות 90 גר	23.9		
מנטוס ביג בבקבוק מעוגל פירות מנטה 90 גר	23.9		
מנטוס ויטמין בטעם פירות יער 60 גר	11.9		
מנטוס מנטה 1/4	15.9		
מנטוס מנטה גליל	3.9		
"מנטוס מנטה לל""ס 21 גר Clean Breath"	9.0		
"מנטוס מנטה עדינה לל""ס 21 גר Clean Breat"	9.0		
מנטוס סוכריות לעיסה בטעם פירות 160 גרם	13.9		
מנטוס פירות	3.9		
מנטוס פירות 1/4	15.9		
מנטוס תות 1/4	15.9		
מנטוס תות שדה	3.9		
מנצאטו-לחם פרוס לבן 400 גרם	15.4		
מנצגו בשלה 150 גר	36.9		
מנצגו עם שום במשקל	206.0		
מנצגו קייסו ספרדי במשקל	245.0		
מנצס 300 גרם ששון הקולה	10.0		
מנקה אבק	19.9		
"מנקה למדיח כלים סנו ספארק 250 מ""ל"	16.3		
"מנקה מדיח פיניש לימון 250 מ""ל"	21.9		
"מנקה מכונת כביסה קולון רגיל 250 מ""ל"	28.9		
מנת פסטה אלפרדו בלה איטליה 55 גר	8.9		
מנת פסטה פורמגי בלה איטליה 55 גר	8.9		
מסטיק אורביט WHITE בטעם מנטה	11.2		
מסטיק אורביט WHITE בטעם פירות	11.2		
מסטיק אורביט באבל מינט בקבוקון	11.2		
"מסטיק אורביט לל""ס אוכמניות בקבוקון"	11.2		
מסטיק אורביט פרופשיונל ספירמינט בקבוקון	11.2		
מסטיק אורביט פרופשיונל פפרמינט בקבוקון	11.2		
מסטיק אורביט רפרשרס תות לימון בקבוקון67ג	15.5		
מסטיק אורביט תות בקבוקון 46 גר	11.2		
מסטיק איירוויבז אוכמניות בקבוקון 64 גר	12.4		
מסטיק איירוויבז מנטה אקליפטוס בקבוקון 64	12.4		
מסטיק גולים יוגטה 180 גר	10.9		
מסטיק מאסט קוביות בזוקה ללא גלוטן 86 גר	18.5		
מסטיק מאסט קוביות מנטה ללא גלוטן 86 גר	18.5		
מסטיק מנטוס ויטמין בטעם הדרים ללא סוכר60	11.9		
מסטיק מנטוס וייט מנטה 60 גרם	11.9		
מסטיק מנטוס וייט מנטה מתוקה 60 גרם	11.9		
מסטיק מנטוס וייט מנטה עדינה 60 גרם	11.9		
מסטיק מנטוס פיור וויט ל.ס פירות מנטה 60	11.9		
מסטיק מנטוס פיור פרש ענבים בקבוק 60 גר	11.9		
מסיכה לשיער יבש/צבוע פגום חינה ושמן ארג	37.9		
מסיכת פוליגונום טבעית	64.9		
מסיכת פנים נובי ציבעונית לילדים 5 יח	5.5		
מסיק לק לה בלה 100 מל	4.9		
מסיק משחת שיניים מנטה	25.9		
מסיר כתמים מבגדים 200 מל	28.9		
מסיר עובש סנט מוריץ 1 ליטר	12.9		
מסיר שומנים	13.9		
מסיר שומנים סנט מוריץ 750 מל	17.9		
מסכה *10 ללא החזרה KN95	129.9		
מסכה לפנים חד פעמי 50 יח	9.9		
מסכה לפנים חד פעמי 50 יח צבעוניות	9.9		
מסכה לשיער פנטן לחות מוגברת 300 מל	40.9		
"מסכה שמן קיק נטורל פורמולה 200 מ""ל"	28.9		
מסכת לחות אינטנסיבית לשיער אלביב 300 מל	35.9		
"מסכת קרטין E סטייל 500 מ""ל"	37.9		
"מסננת רשת 20 ס""מ ידית לבנה"	29.9		
"מסננת רשת 7 ס""מ ידית לבנה"	9.9		
מסקרפונה איטלקי 500 גרם	44.5		
מסקרפונה עם תות ונטיפי שוקולד 600 גרם	28.9		
מסר מילניון עוגיות מזל 160 גרם	24.9		
מעד ביו טבעי 150 גר	9.5		
מעד ביו תות 150 גר	9.5		
"מעדן -קונפיטורה דובדבן 1.25 ק""ג"	44.5		
"מעדן -קונפיטורה משמש 1.25 ק""ג"	44.5		
"מעדן -קונפיטורה תות שדה 1.25 ק""ג"	44.5		
מעדן אוכמניות אורגני 250 גר FIORDIFRUTT	24.9		
מעדן אוכמניות כחולות ברטה 284 גרם	20.9		
"מעדן אפרסק ללת""ס 100% פרי 284 גר"	19.9		
"מעדן ארוניה פוסולסקי דבור 1.25 ק""ג"	44.5		
מעדן בטעם ביצי דג פלטוס 100 גרם	22.9		
מעדן דומדמניות שחורות 250 ג FIORDIFRUTTA	24.9		
מעדן דיאט שוקולד 0% 130 גר	3.9		
מעדן דיאט שוקולד מריר 0.5% 130 גר	3.9		
מעדן דני שוקולד 125 גר	3.3		
מעדן הגולן וניל 125 גרם	3.7		
מעדן הגולן טופי קרמל 125 גרם	3.7		
מעדן הגולן שוקולד 125 גרם	3.7		
מעדן הגולן שוקולד מריר 125 גרם	3.7		
מעדן חלב go בטעם וניל 12 ג חלבון 120 גרם	6.7		
מעדן חלב go בטעם קרמל מלוח 120 גרם	6.7		
מעדן חלב go בטעם שוקולד 12 ג חלבון 120 ג	6.7		
מעדן חלב מועשר בחלבון בטעם שוקולד ללס	6.6		
מעדן חלב עם אורז 150 גרם מחלבות יורו	6.2		
מעדן חלב עם פיסטוק 150 גרם מחלבות יורו	6.2		
מעדן חלב עם שוקולד מועשר בחלבון 150 גרם	6.6		
מעדן ירח מתוק 150 גר	7.2		
מעדן מלבי 160 גר	7.7		
מעדן מנץ אנד גאססר אפרסק פסיפלורה 320 גר	22.9		
מעדן משמש 100% 284 גרם	16.9		
"מעדן משמש ללת""ס 100% פרי 284 גר"	19.9		
מעדן סאנט דלפור אוכמניות כחולות 284 גר	21.9		
מעדן סאנט דלפור ארבע פירות 284 גר	21.9		
מעדן סאנט דלפור דובדבנים ש 284 גר	21.9		
מעדן סאנט דלפור משמש 284 גרם	21.9		
מעדן סאנט דלפור תות שדה 284 גר	21.9		
מעדן סאנט דלפור תפוז 284 גר	21.9		
מעדן סויה ביו מתיקות מעודנת alternative	6.0		
מעדן סויה ביו פירות יער alternative 150	6.0		
מעדן סויה גו 20 גר חלבון תות 200 גר	6.5		
מעדן סויה שוקולד 125 גר	5.4		
"מעדן ענבי ציון אוכמניות 1.2 ק""ג"	41.9		
מעדן פטל אדום 45% פרי 700 גר	23.9		
"מעדן פטל פוסולסקי דבור 1.25 ק""ג"	48.9		
מעדן פירות יער אורגני 250 ג FIORDIFRUTT	24.9		
מעדן פרי שזיף ללתס 284 גר	11.9		
מעדן ריבה מנץ אנד גאססר דובדבן 300 גר	22.9		
מעדן ריבה מנץ אנד גאססר משמש 300 גר	22.9		
מעדן ריבה מנץ אנד גאססר פירות יער 300 גר	22.9		
